Text,Year,Month,Date,Ticker,Quarter
"Got it, got it. That's very helpful, Tim. And then a followup for you, a much longerterm question. I understand we're in the very early innings of the Services growth story. Is there a way to think about it down the road that 3 or 5 years down the road, would the Services growth be focused or will it still be tethered to the hardware of the iPhone? Or do you think at some point down the road, Services would be independent by itself and not really tied to your hardware installed base?",2019,Jul,30,AAPL,Q3
"Well, there are elements today that are not necessarily tethered to iPhone, right? We have other products where people are both purchasing things, they're watching Apple TV. We offer Apple Music on Android, and so there's a series of things that are outside of that. And so we'll see what we do in the future. I don't want to really get into that. 
But more broadly, to answer your question about growth as we go forward, the way I see it is we have the strongest hardware portfolio ever. We've got new products on the way. The pipeline is full of great new stuff, both on the product and services side. We're very fortunate and work very hard to have loyal customers and to continue attracting an impressive number of switchers. The installed base is growing, hit a new record. That's obviously good. And it hit a new record across all geographies and across all categories. And so this is a really good thing.
And we've got the Wearables area that is doing extremely well. We stuck with that when others perhaps didn't and really put a lot of energy into this and a lot of R&D and are in a very good position today to keep playing out the what's next there.
At the same time, on the market side, we have emerging markets where we have low penetration. And in  during the quarter, tactically, emerging markets had a bit of a rebound. In fact, on a constant currency basis, we actually grew slightly in emerging markets. We still declined on a reported basis. India bounced back. During the quarter, we returned to growth there. We're very happy with that. We grew in Brazil as well. 
We're also continuing to focus on the enterprise market. Luca mentioned some of this in his comments, and we think that continues to be a big opportunity for us. And then we've got lots of what I would call core technology kinds of things like augmented reality, where we're placing big bets, and I think we have a big future in addition to the health kinds of things that may fall out of the Watch. And so hopefully, that kind of this gives you a view over the total. And so we're focusing on products and services and there will be some services that aren't hooked and some that are hooked not on current period sales are mostly  very much services are rarely connected on that today or at least not a high percentage by any means. They're more correlated to the installed base, the active installed base and also the level of transacting customers that are there and the amount per customer, which relates also to the offering that we have.",2019,Jul,30,AAPL,Q3
"Yes. I know there's been a lot of speculation around the topic of different moves and so forth. I wouldn't put a lot of stock into those, if I were you. The way that I view this is the vast majority of our products are kind of made everywhere. There's a significant level of content from the United States and a lot from Japan to Korea to China and the European Union also contributes a fair amount. And so that's the nature of a global supply chain. I think  largely, I think that will carry the day in the future as well. In terms of the exclusions, we've been making the Mac Pro in the U.S. We want to continue to doing that. And so we're working and investing currently in capacity to do so because we want to continue to be here. And so that's what's behind the exclusions. And so we're explaining that and hope for a positive outcome.",2019,Jul,30,AAPL,Q3
"And there's  Luca, maybe for you, there's been some significant destocking of inventory in the first calendar half of this year in iPhone. Can you comment about the broader channel inventory levels, where you are in your typical ranges, especially given the comment around June iPhone sales being quite strong? And do you expect anything atypical in channel inventory dynamics in the September quarter?",2019,Jul,30,AAPL,Q3
"Yes, Wamsi. As you know, we're not getting into this topic very much, but I think I can give you some color here. You know that in general, we decreased our inventory during the March quarter and the June quarter. That has been traditionally what we've done. This year, we reduced channel inventory for iPhone slightly more than last year. And that is true in total, and it's true for Greater China as well. So we feel very good about our channel inventory ranges as we get into the September quarter. I hope that helps you with that.",2019,Jul,30,AAPL,Q3
"The first question is probably for Tim and the second one for Luca, and I'll ask them at the same time so you can pick and choose whichever one you want to answer, first and second. But the first question, Tim. Regarding the installed base comment you've made, which is quite encouraging, but yet when you look at the iPhone revenue yearoveryear, the past several quarters has been down. Can you help us bridge the gap of how is the installed base growing? 
Is it mostly because like secondary users are the new ones coming into the system as people are holding their phones longer? And what does that user typically bring  in with them or something unique relative to what we historically know? And then for Luca, you've been investing a lot, a lot, lot, lot and a lot of these services are now coming to pass, whether it be AppleCare, Apple cloud, all these Wearables, and soon Apple Pay and Arcade. Are we at a point where now, a lot of harvesting is going to happen? Or do you kind of continue these relatively same investments that you've been doing for the future strategy?",2019,Jul,30,AAPL,Q3
"Okay. Jim, it's Tim. I'll start with your installed base question. Installed base is a function of upgrades and the time between those. It's a function of the number of switchers coming into the iOS, macOS and so forth tents. It's a function of the robustness of the secondary market, which we think overwhelmingly hits incremental customer. And it's a function still in the emerging markets and somewhat developed markets, to a lesser degree, of people new that  they're buying their first smartphone. There are still quite a few people in the world in that category.
And so the reason that the installed base doesn't correlate to the 90day clock is that what's happening underneath the numbers is switchers are still a very key piece of what's going on. The secondary market is very key, and we're doing programs, et cetera, to try to increase that because we think we'd wind up hitting a customer that we don't hit in another way. And the upgrades, where people are holding on to their device a bit longer than they were, they're staying in the ecosystem. And then you have the people in the new category as well. And so that's sort of the equation. I don't want to go into the specific numbers, but I think you can see readily, mathematically, how the installed base is growing in an environment where the iPhone revenue is declining within a 90day kind of window.",2019,Jul,30,AAPL,Q3
"And Jim, on OpEx, obviously, it's very important for us to continue to invest in the business, particularly on the R&D side because we always want to bring more innovation into the market. We want to improve the user experience and differentiate our products and services in the marketplace. So we will continue to do that. 
There are some types of investments, of course, that are very strategic for us and they will have longterm implications. You've seen the announcement that we made around the Intel acquisition. Very important strategically for us. It requires upfront investment, of course. As you've seen from this quarter and also from the past, we will continue to run our SG&A portion of OpEx tightly. We will  of course, we'll continue to invest in marketing and advertising. We talked about a lot of new services that we are launching during the fall and Apple Card the next month. Obviously, they will require the appropriate level of marketing and advertising as we launch them to the general public.
When you look in total at where we are in terms of our expensetorevenue ratio for operating expenses, you know quite well that we are extremely competitive relative to other tech companies. So we want to continue to be competitive and at the same time, we will not under invest in the business.",2019,Jul,30,AAPL,Q3
I just wanted to start off with the announcement of the WWDC around the independent App Stores for the Watch and the iPads. What level of interest have you seen from developers and how are they thinking about the ability to monetize services independently on those App Stores? And how does it help you position Wearables more formally into the health and fitness category?,2019,Jul,30,AAPL,Q3
"We're seeing good interest across virtually everything that we announced at WWDC. I couldn't be happier with the developer tools around ARKit and AR in general that I went through earlier. Lots of interest there. Lots of interest from the watch App Store to the Catalyst that will be released with macOS Catalina, which allows developers quickly to port a iOS app to the Mac. We think this is huge and so great for the user experience. And so you look at all of these and all of the things that I talked about earlier and I couldn't be happier with the reception that we're getting and the work that is going on behind the scenes right now to ready  for the developers readying their apps for the fall.",2019,Jul,30,AAPL,Q3
"Got it. If I can just follow up on the China market. One of the things that we're looking at is with these  going into the new year into 2020, there'll be a lot of 5G phones launching in that market from the Android players. How you're thinking about the competitive landscape there as you enter next year?",2019,Jul,30,AAPL,Q3
"We don't comment on future products. With respect to 5G, it's  I think most people would tell you it's  we're in sort of the extremely early, early innings of it and even more so on a global basis. So we couldn't be more proud of what our lineup is and we're excited about the great pipeline of both hardware and software, and we won't trade our position for anyone's.",2019,Jul,30,AAPL,Q3
"Thank you, Samik. A replay of today's call will be available for 2 weeks on Apple Podcasts, as a webcast on apple.com/investor and via telephone and the numbers to the telephone replay are (888) 2031112 or (719) 4570820. Please enter confirmation code 3057347. These replays will be available by approximately 5 p.m. Pacific Time today.
Members of the press with additional questions can contact Kristin Huguet at (408) 9742414 and financial analysts can contact Tejas Gala or me with additional questions. Tejas is at (669) 2272402, and I'm at (408) 9745420. Thanks again for joining us.",2019,Jul,30,AAPL,Q3
That does conclude our conference for today. Thank you for your participation.,2019,Jul,30,AAPL,Q3
"
",2019,Jul,30,AAPL,Q3
"I hope everyone is well. Tim, you talked about seeing some improvement in the second half of April. So I was wondering if you could just talk maybe a bit more on the segment and geographic basis what you're seeing in the various regions that you're selling in and what you're hearing from your customers. And then I have a followup.",2020,Apr,30,AAPL,Q2
"Sure, Shannon. If you look at  I'll start with China. If you look at what happened in China, we were having a really good January. The lockdown started there toward the end of January as you know. February, we saw a steep decline in demand. We closed our stores in February. As the lockdown completed in midFebruary toward the second half of February, we began to open stores. We opened them on a staggered basis. That took about 30 days until midMarch. And from a demand point of view, we saw an improvement in March over February. And if you look at kind of where we are today, we've seen further improvement in April as compared to March. And so that's China.
If you look at the rest of the world, we were doing great in January, the first 5 weeks of the quarter. And we do believe that we were headed toward the sort of the top end of our expectations that we had talked to you about on the last call, that the next 5 weeks were spent sort of reacting and getting the supply chain back up in full force and working through the sharp decline in China that I already talked about.
The real thing for the rest of the world happened in March when the shelterinplace orders went in and the work from home began. For those 2, 3week period, at the end of the quarter, we saw a sharp decline in demand. If you now step out into April and look at that, early April started like the end of March, but in the second half of April, we've seen an uptick across  really across the board. It's not just related to a certain geo or a certain product. We think, by looking at it, a part of it is due to just our new products. A part of it is due to the stimulus programs taking effect in April, and then a part of it is probably the consumer behavior of knowing this is going to go on for a little while longer and getting some devices and so forth lined up to work at home more.
In particular for, as I think Luca shared, we believe that iPad and Mac are going to improve on a yearoveryear basis during this quarter. And that's customers that are either taking online education or working remotely. And so complex answer to your question but that's what we're seeing.",2020,Apr,30,AAPL,Q2
"That was helpful. Luca, unless I missed it, you talked about various puts and takes in the quarter but didn't really discuss operating expenses. I know you mentioned some cost savings on the COGS line. I'm curious how you're thinking about your spending in OpEx given some of the macro challenges that you may be facing.",2020,Apr,30,AAPL,Q2
"Yes. Well, Shannon, as we said, we manage the company for the long term, right? So we know that the core of the business, the core of the company is innovation and product and services development, so we will continue to invest in our pipeline. We're very excited about what we have in store, and so we will continue to invest there. Obviously, we are aware of the environment, and so we will manage the SG&A portion of the company tightly. We are making new investments in the new services that we launched recently. We  as you know, we purchased the baseband activities from Intel, and obviously, we want to develop that technology because we consider it's a core technology for us. And so we will try to balance the need to continue to invest during difficult circumstances and the fact that we like to manage the business wisely.",2020,Apr,30,AAPL,Q2
"Tim, I think I speak for everyone on the call that we're all very appreciative of Apple's contribution during this pandemic. We all appreciate it.",2020,Apr,30,AAPL,Q2
"No, it's been great. Tim, in past downturns, we have not really seen Apple pull back from investing, and you as a company have largely maintained the product introduction cadence. But given these are unprecedented times and there are a lot of challenges associated with product development during a time when you have a global footprint for such activities and unable to really do a lot of things in person, how should we think about the product development and introduction cadence as we go over the next several quarters? And I have a followup.",2020,Apr,30,AAPL,Q2
"Well, we're continuing to operate. And so as you can tell, along with everything else going on, we were able to launch and ship the iPhone SE, the iPad Pro with the Magic Keyboard and the MacBook Air. And so business continues and the new products are our lifeblood. And so we're continuing to work. Everybody is getting used to the work at home. In some areas of the company, people may be even more productive. In some other areas, they're not as productive, and so it's mixed depending upon what the roles are. But as you can tell from what we did this quarter, despite the environment, we have our head down, are working because we know that our customers want the products that we've got. They are even more important in these times.",2020,Apr,30,AAPL,Q2
"As a followup, I know you're doing a lot with both the Apple Card and financing plan for iPhones to get your products in the hands of customers. But I was wondering, would you consider using the strength of your balance sheet maybe a little differently structured, maybe deferred payments or things like that? And  or do you think that there could be other steps like bundling that you will consider versus what you already currently do?",2020,Apr,30,AAPL,Q2
"Well, as you know, we launched the payment plan earlier on Apple Card for iPhone. We're working on doing that for other products as well, and you'll see something on that shortly. So we're very focused on the affordability point. The tradein programs also are fairly wide across the board and act as both something great for the environment, also something great from a way to get that entry price down.
In terms of deferred payments, nothing to announce today. But as you know, having access to the Card, at least in the United States, gives us more degrees of freedom, and that is not using our balance sheet. It's  but we play a key role in deciding what kind of programs go with the Card.",2020,Apr,30,AAPL,Q2
"I hope the whole team is staying healthy and safe. Tim, I want to start on a longerterm question. Where do you see structural changes on the back of this health crisis that might present opportunities for new revenue streams at Apple? And I'm particularly thinking about your past comments on health and augmented reality, but I'm sure there's even more areas of inspiration and creativity coming out of the company. And then I have a followup.",2020,Apr,30,AAPL,Q2
"I think there are things from just a great reminder of how important our products are and  for remote work. And it's pretty clear to me that where things will get a lot closer to normal than they are today, obviously, I think many people are finding that they can learn remotely, and so I suspect that trend will accelerate some. I think that's probably also true about working remotely on  in some areas and in some jobs. And so I think we have significant solutions and products for those  for all of those groups.
On the health area, I gave some examples in my opening comments about the ECG being used on the Watch. You can bet that we're looking at other areas in this. We were already doing that because we've viewed that, that area was a huge opportunity for the company and a way for us to help a lot of people. And so you will see us continue on that. I wouldn't say that the health door opened wider. I would say it was already opened fairly wide.",2020,Apr,30,AAPL,Q2
"Okay. And then as a followup, the $50 billion share repurchase authorization is impressive in absolute terms, but it is a bit lower than the last couple of years. So just any context around the thought process of landing on $50 billion? And then related to that, you have one of the strongest balance sheets in the world. Does the current environment change your thinking at all around M&A opportunities?",2020,Apr,30,AAPL,Q2
"Well, let me answer that, Katy. First of all, on the buyback, as I said, in general, our approach to capital allocation has remained the same for the last several years, and it's not changing now. Keep in mind here, we're talking about just the authorization, right? And when you look at our actual results at the end of every quarter, you see how much we actually do in terms of share repurchases. The $50 billion is in addition to over $40 billion that is still remaining from the past authorization that we've received from our Board, right? So it's the total available or outstanding in terms of authorization is over $90 billion.
And as you look at our run rate during the last several years, you know that, that is a very adequate amount. And as you know, we will provide an additional update a year from now. So nothing really has changed there.
And nothing has changed on our approach for M&A. We've been quite active over the last several years. We purchase companies on a very regular basis. We're always looking for ways to accelerate our product road maps or fill gaps in our portfolio, both on the hardware side, on the software side, on the Services side. So we will continue to do that. And so also on the M&A front, nothing has changed.",2020,Apr,30,AAPL,Q2
"I have 2 as well. I guess, first off, on the channel inventory, I was hoping if you could talk about how did channel inventory look like in the March quarter because it sounds like it may be below the historical ranges. And then the discussion you had for June quarter performance of iPhones, what are you embedding from a channel building back inventory levels in that expectation?",2020,Apr,30,AAPL,Q2
"Amit, it's Tim. If you look at the iPhone channel inventory during Q2, the reduction of it was more than the reduction from the previous year. It's not unusual that we reduce in Q2, and in fact, if you look back on  generally speaking, in the first half of the calendar year, we reduce channel inventories. During the second half of the calendar year, we generally raise channel inventories. That's a seasonal thing. And I believe  sitting here today, I believe that will happen this year as well. So hopefully, that answers your question. And by the way, we ended in a comfortable position, so you could conclude from that, that we were within a target range.",2020,Apr,30,AAPL,Q2
"That's really helpful. And could I just follow up? Tim, I was hoping you could maybe talk a little bit about how do you think about Apple's manufacturing strategy and perhaps need for some diversity, especially given everything the company and everyone has gone through over the last 12 months. How do you think about that? And do you feel comfortable that the supply chain and the manufacturing base is well situated today to launch the traditional fall products that they used to get from Apple?",2020,Apr,30,AAPL,Q2
"Yes. As you know, our supply chain is global and so our products are truly made everywhere. And I would focus on that versus focus on one element of the manufacturing process, which tends to get more visibility, which is the final assembly. We have some final assembly in the United States. We have final assembly in China as well. I think you'd have to conclude or at least I conclude that if you look at the shock to the supply chain that took place this quarter, for it to come back up so quickly really demonstrates that it's durable and resilient. And so I feel good about where we are. That said, we're always looking at tweaks, and it's just not something we talk about because we view it as confidential and competitive information. And so we will look at the  as we get out of this totally, we will look to see what we learned and what we should change.",2020,Apr,30,AAPL,Q2
"So I want to focus the question on Services. The segment was solid in the quarter in spite overall macro weakness. I can kind of see launch behind it being strong despite product weakness overall. As you kind of look at the rest of the year, do you think that's sustained? Or at some point, does the macro impacts worldwide impact the Services line?",2020,Apr,30,AAPL,Q2
"Jeriel, let me take that one. We typically don't give a lot of specifics about our categories. But I've said, as we look into the June quarter, we see 2 distinct trends in our Services business overall. Our ecosystem is very strong. Our customers are very engaged. We are continuing to grow double digits the number of transacting accounts and paid accounts. And so we expect our digital services to continue at the same level of performance that we have seen during the March quarter. And that includes the App Store, of course, our video business, our Music business, cloud services, so we expect all these businesses to continue to grow very strongly.
Given the overall economic environment, the level of demand right now, there are 2 businesses that we believe are going to be impacted during the June quarter. One of them is Apple Care. Apple Care is essentially comprised of our product repair business and the warranty agreements that we signed with our customers when they purchased our devices. Both these businesses have been affected obviously by the store closures, not only our retail stores but also our partners' points of sale. And obviously, they reduced level of customer traffic because of the social distancing measures, right? And we do expect Apple Care to be affected during the June quarter.
The other business which we think is going to be impacted by the overall economic weakness and the uncertainty on when businesses will reopen is advertising, which is the sum of our advertising business on the App Store, on Apple News and the thirdparty agreements that we have on the advertising front. So these are 2 things that, during the June quarter, will create a headwind for the Services business.",2020,Apr,30,AAPL,Q2
"Got it. Appreciate that. My second question comes about the overall purchasing decisions consumers are making. So far through April, have you seen increased perhaps downticks across your product line? So for example, somebody might have a shift maybe towards the lower end of the storage mix of certain products. And do you expect that going forward as unemployment uptick and macro impacts kind of layer on through rest of '20?",2020,Apr,30,AAPL,Q2
"I haven't seen what you're asking, no. I have seen a strong customer response to iPhone SE, which is our most affordable iPhone. But it appears that those customers are primarily coming from wanting a smaller form factor with the latest technology or coming over from Android. And so those are the 2 principal kind of segments versus somebody buying down as you're talking about it. We've also seen  we launched the iPad Pro in the midst of all of this, and the reception there has also been incredibly good. And that's obviously our topoftheline iPad. And so I'm not seeing what you're alluding to at least at this point.",2020,Apr,30,AAPL,Q2
"So if I can just start with a question on kind of what you're seeing in China, you mentioned kind of the pickup in activity. But is that driven by more kind of footfall in the stores or what you're seeing relative to online activity and how much of this recovery is driven online? Any thoughts on that, please?",2020,Apr,30,AAPL,Q2
"Yes. What we saw in China for the full quarter, and I'll speak about Mainland China because I think that's the source of your question, we saw strong results in iPad and in Wearables and in Services. And if you look up underneath the full quarter, we saw a strong January and then a significantly reduced demand in February as the shelterinplace orders and the lockdowns went into effect in China and the stores closed. And then in March, as stores reopened, we  the recovery began, and then we've seen further recovery in April. Where that goes, we will see, but that's kind of what we've seen so far there.
To your question about store traffic, store traffic is obviously up from where it was in February, but it is not back to where it was pre the lockdown. There has been, however, more move to online. And as I'd mentioned earlier in my remarks, the  it's pretty phenomenal actually. Retail had a quarterly record for us during the quarter, and that's despite stores being closed for the 3week period around the world ex China and then China was closed prior to that 3 weeks. And that's partly because the online store had such a phenomenal quarter, and that included in China but it was also other regions as well. So there is definitely a move. And whether that's a permanent shift, I would hesitate to go that far as I think people like to be out and about. They just know that now is not the time to do that.",2020,Apr,30,AAPL,Q2
"Got it. And if I can just follow up on your previous comment about the strong demand you're seeing for iPhone SE, just given the price point, I'm wondering if you're expecting any change in terms of the geographic mix of where the demand comes from relative to typically what you see for other iPhones in the lineup just given the lower price point.",2020,Apr,30,AAPL,Q2
"I think it plays in every geo, but I would expect to see it doing even better in areas where the median incomes are less. And so we'll see how that plays out. And I expect some fair number of people switching over to iOS. And so it's an unbelievable offer. It's, if you will, the engine of our top phones in a very affordable package. And I think  and it's faster than the fastest Android phones, and so it's an exceptional value.",2020,Apr,30,AAPL,Q2
"I wanted to follow up with another question on iPhone SE and the decision to bring it back and where it sits within the total iPhone strategy. And I guess coupled with the fact that iPhone 11, you made the decision to bring that at a lower price point, what does that tell us with respect to your approach to iPhone pricing and flexibility? Is this helping to add users and kind of bring people into the ecosystem? And if so, what does that imply for gross margins?",2020,Apr,30,AAPL,Q2
"Chris, we've always been about delivering the best product at a good price, and that fundamental strategy has not changed at all. As you know, we did have an SE for a while. It's great to bring it back. It was a beloved product, and so I wouldn't read anything into that other than we want to give people the best deal that we can while making the best product.",2020,Apr,30,AAPL,Q2
"Okay. As a followup, the followup question is on commodity pricing, and I think you had expected to see some commodity price declines through the March quarter. If you could talk about what you expect as you go through the year perhaps in this new environment and again, whether that turned into a tailwind or a headwind for gross margins as you go into the second half.",2020,Apr,30,AAPL,Q2
"Yes. For March, Chris, we saw NAND pricing increase slightly, while DRAM and displays and the other commodities declined. For the June quarter, we would expect NAND and DRAM pricing to remain at this historically low level, while displays and most other commodity prices, we expect to decline.",2020,Apr,30,AAPL,Q2
"Thank you, Chris. A replay of today's call will be available for 2 weeks on Apple Podcasts, as a webcast on apple.com/investor and via telephone. The numbers for the telephone replay are (888) 2031112 or (719) 4570820. Please enter confirmation code 3229513. These replays will be available by approximately 5:00 p.m. Pacific Time today. Members of the press with additional questions can contact Kristin Huguet at (408) 9742414. Financial analysts can contact me with additional questions at (669) 2272402. Thank you again for joining us.",2020,Apr,30,AAPL,Q2
"And that does conclude today's conference. Thank you all for joining us today.
",2020,Apr,30,AAPL,Q2
"Luca, wanted to talk a little bit about -- more about your comments on capital structure. I realize you don't want to give us any specifics about what you're actually going to return and the timing, but just maybe if you can talk about how much cash you -- I guess, you think you need to have to run the business. And then in terms of ongoing cash flow, since the overseas cash will no longer be encumbered, does that change sort of your thought process in general? And then I have a follow-up.",2018,Feb,1,AAPL,Q1
"Sure, Shannon.Of course, we've been talking about the importance of tax reform over the years because we believe it's really beneficial to the U.S. economy.What it means to us as a company, of course, is that we have additional flexibility right now from the access to the foreign cash.And in the past, we've been addressing this issue by having to raise debt as the cash was overseas, the majority of the cash was overseas.And so we are now in a position where we have $285 billion of cash. We've got $122 billion of debt for a net cash of $163 billion. And we have now the flexibility to deploy this capital.We will do that over time because the amount is very large. As I said earlier, we will be discussing capital allocation plans when we review our March quarter results.And when you look at our track record of what we've done over the last several years, you've seen that effectively, we were returning to our investors essentially about 100% of our free cash flow.And so that is the approach that we're going to be taking.We're going to be very thoughtful and deliberate about it.Obviously, we want to make the right decisions in the best interest of our long-term shareholders.",2018,Feb,1,AAPL,Q1
"Great. And then Tim, maybe could you talk a little bit more about what you're hearing from customers in terms of the iPhone demand? How you're thinking about the potential decay rate, for a lack of a better term, with the high-end phones and the over $1,000 phones versus balancing that with now your ability to [shift] phones down below $400 because you'd expanded the product line so much when you launched your phones in 2017?",2018,Feb,1,AAPL,Q1
"Yes, thank you, Shannon, for the question.The revenue growth from iPhone across all the geographic segments was in the double digits.And I think as Luca said earlier, when you change that to an average weekly sales basis, it's actually 22%, and so it was a stellar quarter for iPhone.The iPhone X was the most popular, and that's particularly noteworthy, given that we didn't start shipping until early November and were constrained for a while.The team did a great job of getting into supply-demand balance there in December.And -- but since the launch of iPhone X, it has been the most popular iPhone every week, every week since. And that is even through today -- actually, through January. And so we feel fantastic about the results. The most important thing for us isn't really the numbers though.It's customer satisfaction, and customer satisfaction is literally off the charts on iPhone X. You think about the advances in technology that were a part of the iPhone X from -- we went from Touch ID to Face ID. Face ID has been incredibly well received.The wireless charging, the edge-to-edge Super Retina display and totally new gestures, the user experience is different. And so it's great to get that kind of feedback. Now if you look at the sort of the overall iPhone line, which gets to the essence of the question I think, I looked -- I reviewed the top mini markets. I'll talk briefly about the top 4. In urban China and the U.S., the top 5 smartphones last quarter were all iPhones. And in Japan and the U.K., 6 of the top 7 were iPhones.And so in a market that is as large as the smartphone market is, people want some level of choice, and they're deciding which ones to buy. But we feel fantastic particularly as it pertains to iPhone X.",2018,Feb,1,AAPL,Q1
